route_id,origin,destination,total_passengers,weight
DURGAPUR-MUMBAI,DURGAPUR,MUMBAI,38309.0,0.00039
DELHI-JORHAT,DELHI,JORHAT,37132.0,0.000378
BENGALURU-JAMMU,BENGALURU,JAMMU,37154.0,0.000378
LUCKNOW-RAIPUR,LUCKNOW,RAIPUR,36986.0,0.000376
HYDERABAD-NASHIK,HYDERABAD,NASHIK,36699.0,0.000373
AYODHYA-HYDERABAD,AYODHYA,HYDERABAD,36558.0,0.000372
KOLKATA-SHILLONG,KOLKATA,SHILLONG,36562.0,0.000372
AHMEDABAD-JAMMU,AHMEDABAD,JAMMU,36194.0,0.000368
HIRASAR-PUNE,HIRASAR,PUNE,34841.0,0.000354
AHMEDABAD-PURNEA,AHMEDABAD,PURNEA,34668.0,0.000353
AHMEDABAD-COIMBATORE,AHMEDABAD,COIMBATORE,34215.0,0.000348
PUNE-SURAT,PUNE,SURAT,34240.0,0.000348
MUMBAI-TIRUCHIRAPPALLI,MUMBAI,TIRUCHIRAPPALLI,34193.0,0.000348
CHENNAI-SURAT,CHENNAI,SURAT,33848.0,0.000344
CHENNAI-KOZHIKODE,CHENNAI,KOZHIKODE,33780.0,0.000343
DEHRADUN-KOLKATA,DEHRADUN,KOLKATA,33419.0,0.00034
DEHRADUN-JAIPUR,DEHRADUN,JAIPUR,32587.0,0.000331
BENGALURU-JAISALMER,BENGALURU,JAISALMER,32480.0,0.00033
JAMMU-LEH,JAMMU,LEH,32021.0,0.000326
GHAZIABAD-NANDED,GHAZIABAD,NANDED,31983.0,0.000325
LEH-MUMBAI,LEH,MUMBAI,31682.0,0.000322
AHMEDABAD-DIU,AHMEDABAD,DIU,31321.0,0.000318
JAIPUR-LUCKNOW,JAIPUR,LUCKNOW,31251.0,0.000318
BENGALURU-PONDICHERRY,BENGALURU,PONDICHERRY,31033.0,0.000316
PUNE-VADODARA,PUNE,VADODARA,30694.0,0.000312
AURANGABAD-BENGALURU,AURANGABAD,BENGALURU,30589.0,0.000311
HYDERABAD-MYSORE,HYDERABAD,MYSORE,30474.0,0.00031
HYDERABAD-KANPUR,HYDERABAD,KANPUR,30277.0,0.000308
BAREILLY-BENGALURU,BAREILLY,BENGALURU,30229.0,0.000307
BHOPAL-GOA,BHOPAL,GOA,30002.0,0.000305
HYDERABAD-KOLHAPUR,HYDERABAD,KOLHAPUR,29978.0,0.000305
COIMBATORE-GOA,COIMBATORE,GOA,29719.0,0.000302
AGRA-MUMBAI,AGRA,MUMBAI,29525.0,0.0003
MUMBAI-PORT BLAIR,MUMBAI,PORT BLAIR,29232.0,0.000297
BENGALURU-TUTICORIN,BENGALURU,TUTICORIN,29236.0,0.000297
ALLAHABAD-HYDERABAD,ALLAHABAD,HYDERABAD,29080.0,0.000296
BENGALURU-RAJAHMUNDRY,BENGALURU,RAJAHMUNDRY,29100.0,0.000296
INDORE-LUCKNOW,INDORE,LUCKNOW,29037.0,0.000295
AURANGABAD-HYDERABAD,AURANGABAD,HYDERABAD,28857.0,0.000293
AHMEDABAD-NASHIK,AHMEDABAD,NASHIK,28585.0,0.000291
HYDERABAD-PONDICHERRY,HYDERABAD,PONDICHERRY,28564.0,0.00029
HYDERABAD-JAGDALPUR,HYDERABAD,JAGDALPUR,28361.0,0.000288
DEOGHAR-MUMBAI,DEOGHAR,MUMBAI,28260.0,0.000287
BHOPAL-RAIPUR,BHOPAL,RAIPUR,28046.0,0.000285
HYDERABAD-JABALPUR,HYDERABAD,JABALPUR,27936.0,0.000284
GOA-VADODARA,GOA,VADODARA,27554.0,0.00028
BENGALURU-SALEM,BENGALURU,SALEM,27219.0,0.000277
TIRUPATI-VISHAKHAPATNAM,TIRUPATI,VISHAKHAPATNAM,27217.0,0.000277
BENGALURU-TIRUPATI,BENGALURU,TIRUPATI,27081.0,0.000275
AHMEDABAD-GHAZIABAD,AHMEDABAD,GHAZIABAD,27038.0,0.000275
DELHI-LUDHIANA,DELHI,LUDHIANA,26853.0,0.000273
BENGALURU-KOLHAPUR,BENGALURU,KOLHAPUR,26824.0,0.000273
KANNUR-THIRUVANANTHAPURAM,KANNUR,THIRUVANANTHAPURAM,26518.0,0.00027
BHUBANESWAR-LUCKNOW,BHUBANESWAR,LUCKNOW,26231.0,0.000267
GAUTAM BUDDHA NAGAR-MUMBAI,GAUTAM BUDDHA NAGAR,MUMBAI,26119.0,0.000266
BELGAUM-HYDERABAD,BELGAUM,HYDERABAD,26197.0,0.000266
JHARSUGUDA-KOLKATA,JHARSUGUDA,KOLKATA,25944.0,0.000264
GOA-HIRASAR,GOA,HIRASAR,25895.0,0.000263
INDORE-NAGPUR,INDORE,NAGPUR,25886.0,0.000263
MUMBAI-RAJAHMUNDRY,MUMBAI,RAJAHMUNDRY,25725.0,0.000262
DELHI-KHAJURAHO,DELHI,KHAJURAHO,25738.0,0.000262
BIKANER-DELHI,BIKANER,DELHI,25584.0,0.00026
CHENNAI-MYSORE,CHENNAI,MYSORE,25381.0,0.000258
CHENNAI-MANGALORE,CHENNAI,MANGALORE,25419.0,0.000258
JAISALMER-MUMBAI,JAISALMER,MUMBAI,25236.0,0.000257
HYDERABAD-KANNUR,HYDERABAD,KANNUR,24954.0,0.000254
CHENNAI-RAJAHMUNDRY,CHENNAI,RAJAHMUNDRY,24911.0,0.000253
CHANDIGARH-LEH,CHANDIGARH,LEH,24713.0,0.000251
CHENNAI-SALEM,CHENNAI,SALEM,24575.0,0.00025
AGRA-HYDERABAD,AGRA,HYDERABAD,24563.0,0.00025
BHUBANESWAR-KOCHI,BHUBANESWAR,KOCHI,24365.0,0.000248
KOLKATA-SRINAGAR,KOLKATA,SRINAGAR,24268.0,0.000247
CUDDAPAH-HYDERABAD,CUDDAPAH,HYDERABAD,24332.0,0.000247
GOA-JALGAON,GOA,JALGAON,24334.0,0.000247
DIU-MUMBAI,DIU,MUMBAI,24184.0,0.000246
BENGALURU-NANDED,BENGALURU,NANDED,23802.0,0.000242
HYDERABAD-JAMMU,HYDERABAD,JAMMU,23362.0,0.000238
JALGAON-PUNE,JALGAON,PUNE,23053.0,0.000234
INDORE-JABALPUR,INDORE,JABALPUR,22856.0,0.000232
AHMEDABAD-NANDED,AHMEDABAD,NANDED,22310.0,0.000227
KOCHI-THIRUVANANTHAPURAM,KOCHI,THIRUVANANTHAPURAM,22253.0,0.000226
GHAZIABAD-PATNA,GHAZIABAD,PATNA,22080.0,0.000225
AGATTI ISLAND-GOA,AGATTI ISLAND,GOA,22103.0,0.000225
KISHANGARH-PUNE,KISHANGARH,PUNE,21747.0,0.000221
HYDERABAD-JALGAON,HYDERABAD,JALGAON,21705.0,0.000221
HYDERABAD-MALVAN,HYDERABAD,MALVAN,21534.0,0.000219
PORT BLAIR-VISHAKHAPATNAM,PORT BLAIR,VISHAKHAPATNAM,21545.0,0.000219
BAGDOGRA-GUWAHATI,BAGDOGRA,GUWAHATI,21373.0,0.000217
BHUBANESWAR-RANCHI,BHUBANESWAR,RANCHI,21267.0,0.000216
MALVAN-PUNE,MALVAN,PUNE,21216.0,0.000216
AMRITSAR-KOLKATA,AMRITSAR,KOLKATA,21170.0,0.000215
DIU-SURAT,DIU,SURAT,20839.0,0.000212
ADAMPUR-GHAZIABAD,ADAMPUR,GHAZIABAD,20492.0,0.000208
BHUBANESWAR-VARANASI,BHUBANESWAR,VARANASI,20166.0,0.000205
INDORE-REWA,INDORE,REWA,19713.0,0.0002
AGARTALA-IMPHAL,AGARTALA,IMPHAL,19562.0,0.000199
BAGDOGRA-PUNE,BAGDOGRA,PUNE,19516.0,0.000198
BENGALURU-MALVAN,BENGALURU,MALVAN,19132.0,0.000195
HYDERABAD-JHARSUGUDA,HYDERABAD,JHARSUGUDA,19043.0,0.000194
AHMEDABAD-KISHANGARH,AHMEDABAD,KISHANGARH,18917.0,0.000192
BELGAUM-MUMBAI,BELGAUM,MUMBAI,18753.0,0.000191
HYDERABAD-NANDED,HYDERABAD,NANDED,18763.0,0.000191
NANDED-PUNE,NANDED,PUNE,18533.0,0.000188
KISHANGARH-NAGPUR,KISHANGARH,NAGPUR,18513.0,0.000188
GOA-SHIVAMOGGA,GOA,SHIVAMOGGA,18414.0,0.000187
BHAVNAGAR-MUMBAI,BHAVNAGAR,MUMBAI,18412.0,0.000187
SHIVAMOGGA-TIRUPATI,SHIVAMOGGA,TIRUPATI,17703.0,0.00018
AMRITSAR-HYDERABAD,AMRITSAR,HYDERABAD,17540.0,0.000178
AHMEDABAD-JODHPUR,AHMEDABAD,JODHPUR,16963.0,0.000172
LUCKNOW-RANCHI,LUCKNOW,RANCHI,16582.0,0.000169
BENGALURU-VIDYANAGAR,BENGALURU,VIDYANAGAR,16311.0,0.000166
BHUBANESWAR-VISHAKHAPATNAM,BHUBANESWAR,VISHAKHAPATNAM,16259.0,0.000165
CHENNAI-KANNUR,CHENNAI,KANNUR,15995.0,0.000163
KANNUR-KOCHI,KANNUR,KOCHI,15948.0,0.000162
BHUBANESWAR-INDORE,BHUBANESWAR,INDORE,15527.0,0.000158
HYDERABAD-SALEM,HYDERABAD,SALEM,15524.0,0.000158
BENGALURU-GAUTAM BUDDHA NAGAR,BENGALURU,GAUTAM BUDDHA NAGAR,15244.0,0.000155
JAMNAGAR-SURAT,JAMNAGAR,SURAT,15069.0,0.000153
HUBLI-PUNE,HUBLI,PUNE,14699.0,0.000149
DELHI-SILCHAR,DELHI,SILCHAR,14690.0,0.000149
INDORE-JAMMU,INDORE,JAMMU,14357.0,0.000146
BHUBANESWAR-CHANDIGARH,BHUBANESWAR,CHANDIGARH,14106.0,0.000143
PUNE-THIRUVANANTHAPURAM,PUNE,THIRUVANANTHAPURAM,13976.0,0.000142
BHUBANESWAR-JHARSUGUDA,BHUBANESWAR,JHARSUGUDA,13459.0,0.000137
BENGALURU-BIDAR,BENGALURU,BIDAR,13149.0,0.000134
TIRUPATI-VIJAYWADA,TIRUPATI,VIJAYWADA,12972.0,0.000132
KHAJURAHO-VARANASI,KHAJURAHO,VARANASI,12854.0,0.000131
CHANDIGARH-DHARAMSALA,CHANDIGARH,DHARAMSALA,12700.0,0.000129
LEH-SRINAGAR,LEH,SRINAGAR,12619.0,0.000128
GOA-NASHIK,GOA,NASHIK,12565.0,0.000128
CHANDIGARH-GUWAHATI,CHANDIGARH,GUWAHATI,12485.0,0.000127
BENGALURU-SHIVAMOGGA,BENGALURU,SHIVAMOGGA,12409.0,0.000126
DIU-GOA,DIU,GOA,12283.0,0.000125
DARBHANGA-KOLKATA,DARBHANGA,KOLKATA,12187.0,0.000124
BHUBANESWAR-GOA,BHUBANESWAR,GOA,12096.0,0.000123
GAUTAM BUDDHA NAGAR-HYDERABAD,GAUTAM BUDDHA NAGAR,HYDERABAD,11959.0,0.000122
ALLAHABAD-BHUBANESWAR,ALLAHABAD,BHUBANESWAR,12031.0,0.000122
GOA-NANDED,GOA,NANDED,11915.0,0.000121
BHUBANESWAR-DEHRADUN,BHUBANESWAR,DEHRADUN,11792.0,0.00012
AGRA-AHMEDABAD,AGRA,AHMEDABAD,11615.0,0.000118
AHMEDABAD-JAMNAGAR,AHMEDABAD,JAMNAGAR,11347.0,0.000115
KOCHI-SALEM,KOCHI,SALEM,11236.0,0.000114
AMRAVATI-MUMBAI,AMRAVATI,MUMBAI,10985.0,0.000112
DELHI-REWA,DELHI,REWA,10838.0,0.00011
IMPHAL-SHILLONG,IMPHAL,SHILLONG,10216.0,0.000104
AHMEDABAD-BELGAUM,AHMEDABAD,BELGAUM,10006.0,0.000102
MUMBAI-SOLAPUR,MUMBAI,SOLAPUR,9947.0,0.000101
JAIPUR-JAISALMER,JAIPUR,JAISALMER,9720.0,9.9e-05
JALGAON-MUMBAI,JALGAON,MUMBAI,9502.0,9.7e-05
JAIPUR-NAGPUR,JAIPUR,NAGPUR,9513.0,9.7e-05
AURANGABAD-GOA,AURANGABAD,GOA,9293.0,9.4e-05
CHENNAI-SHIVAMOGGA,CHENNAI,SHIVAMOGGA,9285.0,9.4e-05
RAIPUR-VISHAKHAPATNAM,RAIPUR,VISHAKHAPATNAM,9105.0,9.3e-05
MANGALORE-THIRUVANANTHAPURAM,MANGALORE,THIRUVANANTHAPURAM,9091.0,9.2e-05
KANDLA-MUMBAI,KANDLA,MUMBAI,8957.0,9.1e-05
AGATTI ISLAND-BENGALURU,AGATTI ISLAND,BENGALURU,8902.0,9.1e-05
GONDIA-HYDERABAD,GONDIA,HYDERABAD,8849.0,9e-05
GOA-SOLAPUR,GOA,SOLAPUR,8739.0,8.9e-05
KOLKATA-LILABARI,KOLKATA,LILABARI,8610.0,8.8e-05
AGARTALA-DIBRUGARH,AGARTALA,DIBRUGARH,8631.0,8.8e-05
DELHI-SHILLONG,DELHI,SHILLONG,8505.0,8.6e-05
AHMEDABAD-JALGAON,AHMEDABAD,JALGAON,8318.0,8.5e-05
CHENNAI-DEHRADUN,CHENNAI,DEHRADUN,8326.0,8.5e-05
DEOGHAR-KOLKATA,DEOGHAR,KOLKATA,7653.0,7.8e-05
JAIPUR-JODHPUR,JAIPUR,JODHPUR,7699.0,7.8e-05
NAGPUR-NANDED,NAGPUR,NANDED,7530.0,7.7e-05
BENGALURU-IMPHAL,BENGALURU,IMPHAL,7070.0,7.2e-05
JAIPUR-KOCHI,JAIPUR,KOCHI,6853.0,7e-05
VARANASI-VISHAKHAPATNAM,VARANASI,VISHAKHAPATNAM,6860.0,7e-05
DIMAPUR-IMPHAL,DIMAPUR,IMPHAL,6611.0,6.7e-05
CHANDIGARH-JAMMU,CHANDIGARH,JAMMU,6633.0,6.7e-05
KOCHI-KOZHIKODE,KOCHI,KOZHIKODE,6390.0,6.5e-05
INDORE-UDAIPUR,INDORE,UDAIPUR,6203.0,6.3e-05
CHENNAI-CUDDAPAH,CHENNAI,CUDDAPAH,6170.0,6.3e-05
MUMBAI-NANDED,MUMBAI,NANDED,6106.0,6.2e-05
BATHINDA-DELHI,BATHINDA,DELHI,6051.0,6.2e-05
COIMBATORE-GUWAHATI,COIMBATORE,GUWAHATI,6107.0,6.2e-05
AGARTALA-SILCHAR,AGARTALA,SILCHAR,5962.0,6.1e-05
THIRUVANANTHAPURAM-TIRUCHIRAPPALLI,THIRUVANANTHAPURAM,TIRUCHIRAPPALLI,5996.0,6.1e-05
KOCHI-VARANASI,KOCHI,VARANASI,6032.0,6.1e-05
BHUBANESWAR-JEYPORE,BHUBANESWAR,JEYPORE,5873.0,6e-05
GAUTAM BUDDHA NAGAR-LUCKNOW,GAUTAM BUDDHA NAGAR,LUCKNOW,5770.0,5.9e-05
GAUTAM BUDDHA NAGAR-JAMMU,GAUTAM BUDDHA NAGAR,JAMMU,5769.0,5.9e-05
DELHI-KULLU,DELHI,KULLU,5655.0,5.8e-05
BENGALURU-SILCHAR,BENGALURU,SILCHAR,5637.0,5.7e-05
KOCHI-RAIPUR,KOCHI,RAIPUR,5507.0,5.6e-05
GUWAHATI-KOCHI,GUWAHATI,KOCHI,5519.0,5.6e-05
GUWAHATI-TEZU,GUWAHATI,TEZU,5340.0,5.4e-05
BILASPUR-DELHI,BILASPUR,DELHI,5255.0,5.3e-05
CHANDIGARH-UDAIPUR,CHANDIGARH,UDAIPUR,5074.0,5.2e-05
COIMBATORE-SHIRDI,COIMBATORE,SHIRDI,5082.0,5.2e-05
BELGAUM-JAIPUR,BELGAUM,JAIPUR,5058.0,5.1e-05
KOCHI-KOLKATA,KOCHI,KOLKATA,5001.0,5.1e-05
BENGALURU-GULBARGA,BENGALURU,GULBARGA,4939.0,5e-05
DELHI-JAGDALPUR,DELHI,JAGDALPUR,4681.0,4.8e-05
KISHANGARH-LUCKNOW,KISHANGARH,LUCKNOW,4728.0,4.8e-05
IMPHAL-TEZU,IMPHAL,TEZU,4612.0,4.7e-05
BHUBANESWAR-DURGAPUR,BHUBANESWAR,DURGAPUR,4635.0,4.7e-05
MUMBAI-PORBANDAR,MUMBAI,PORBANDAR,4489.0,4.6e-05
GAUTAM BUDDHA NAGAR-JAIPUR,GAUTAM BUDDHA NAGAR,JAIPUR,4487.0,4.6e-05
GAUTAM BUDDHA NAGAR-SRINAGAR,GAUTAM BUDDHA NAGAR,SRINAGAR,4422.0,4.5e-05
AMRITSAR-GAUTAM BUDDHA NAGAR,AMRITSAR,GAUTAM BUDDHA NAGAR,4463.0,4.5e-05
BENGALURU-DIBRUGARH,BENGALURU,DIBRUGARH,4194.0,4.3e-05
BAGDOGRA-BHUBANESWAR,BAGDOGRA,BHUBANESWAR,4094.0,4.2e-05
DELHI-PITHORAGARH,DELHI,PITHORAGARH,4069.0,4.1e-05
CHENNAI-VADODARA,CHENNAI,VADODARA,4049.0,4.1e-05
KURNOOL-VIJAYWADA,KURNOOL,VIJAYWADA,3930.0,4e-05
KURNOOL-VISHAKHAPATNAM,KURNOOL,VISHAKHAPATNAM,3960.0,4e-05
AMRITSAR-KOCHI,AMRITSAR,KOCHI,3549.0,3.6e-05
RAJAHMUNDRY-TIRUPATI,RAJAHMUNDRY,TIRUPATI,3441.0,3.5e-05
CUDDAPAH-VIJAYWADA,CUDDAPAH,VIJAYWADA,3403.0,3.5e-05
GHAZIABAD-KISHANGARH,GHAZIABAD,KISHANGARH,3443.0,3.5e-05
IMPHAL-JAIPUR,IMPHAL,JAIPUR,3320.0,3.4e-05
KOLKATA-RUPSI,KOLKATA,RUPSI,3359.0,3.4e-05
DEHRADUN-GUWAHATI,DEHRADUN,GUWAHATI,3297.0,3.4e-05
AHMEDABAD-DIBRUGARH,AHMEDABAD,DIBRUGARH,3202.0,3.3e-05
BHUBANESWAR-PORT BLAIR,BHUBANESWAR,PORT BLAIR,3250.0,3.3e-05
KOCHI-VADODARA,KOCHI,VADODARA,3279.0,3.3e-05
BENGALURU-KURNOOL,BENGALURU,KURNOOL,3169.0,3.2e-05
MUMBAI-MUNDRA,MUMBAI,MUNDRA,3110.0,3.2e-05
BHUJ-SURAT,BHUJ,SURAT,3175.0,3.2e-05
AYODHYA-HISAR,AYODHYA,HISAR,3126.0,3.2e-05
JAIPUR-KULLU,JAIPUR,KULLU,3104.0,3.2e-05
INDORE-NASHIK,INDORE,NASHIK,3182.0,3.2e-05
KOCHI-PATNA,KOCHI,PATNA,3054.0,3.1e-05
AGARTALA-CHENNAI,AGARTALA,CHENNAI,2927.0,3e-05
AHMEDABAD-KOLHAPUR,AHMEDABAD,KOLHAPUR,2857.0,2.9e-05
HYDERABAD-SOLAPUR,HYDERABAD,SOLAPUR,2836.0,2.9e-05
RAIPUR-REWA,RAIPUR,REWA,2730.0,2.8e-05
ALLAHABAD-BILASPUR,ALLAHABAD,BILASPUR,2789.0,2.8e-05
DEHRADUN-INDORE,DEHRADUN,INDORE,2788.0,2.8e-05
BILASPUR-KOLKATA,BILASPUR,KOLKATA,2713.0,2.8e-05
GOA-MUNDRA,GOA,MUNDRA,2675.0,2.7e-05
BHUBANESWAR-UTKELA,BHUBANESWAR,UTKELA,2648.0,2.7e-05
CHANDIGARH-KOCHI,CHANDIGARH,KOCHI,2505.0,2.5e-05
GUWAHATI-PASIGHAT,GUWAHATI,PASIGHAT,2453.0,2.5e-05
ADAMPUR-NANDED,ADAMPUR,NANDED,2479.0,2.5e-05
KOCHI-LUCKNOW,KOCHI,LUCKNOW,2400.0,2.4e-05
GUWAHATI-ITANAGAR,GUWAHATI,ITANAGAR,2342.0,2.4e-05
AMBIKAPUR-BILASPUR,AMBIKAPUR,BILASPUR,2127.0,2.2e-05
AIZAWL-SHILLONG,AIZAWL,SHILLONG,2189.0,2.2e-05
BHOPAL-GAUTAM BUDDHA NAGAR,BHOPAL,GAUTAM BUDDHA NAGAR,2026.0,2.1e-05
DELHI-SHIMLA,DELHI,SHIMLA,2015.0,2e-05
DHARAMSALA-GAUTAM BUDDHA NAGAR,DHARAMSALA,GAUTAM BUDDHA NAGAR,2015.0,2e-05
DELHI-KISHANGARH,DELHI,KISHANGARH,2009.0,2e-05
BAGDOGRA-DURGAPUR,BAGDOGRA,DURGAPUR,1897.0,1.9e-05
DEHRADUN-PITHORAGARH,DEHRADUN,PITHORAGARH,1916.0,1.9e-05
AHMEDABAD-KESHOD,AHMEDABAD,KESHOD,1911.0,1.9e-05
COIMBATORE-VISHAKHAPATNAM,COIMBATORE,VISHAKHAPATNAM,1838.0,1.9e-05
GONDIA-INDORE,GONDIA,INDORE,1896.0,1.9e-05
KOLHAPUR-TIRUPATI,KOLHAPUR,TIRUPATI,1891.0,1.9e-05
AHMEDABAD-VISHAKHAPATNAM,AHMEDABAD,VISHAKHAPATNAM,1880.0,1.9e-05
AGATTI ISLAND-KOZHIKODE,AGATTI ISLAND,KOZHIKODE,1749.0,1.8e-05
GAUTAM BUDDHA NAGAR-JODHPUR,GAUTAM BUDDHA NAGAR,JODHPUR,1721.0,1.7e-05
AMBIKAPUR-DELHI,AMBIKAPUR,DELHI,1666.0,1.7e-05
GAUTAM BUDDHA NAGAR-PANTNAGAR,GAUTAM BUDDHA NAGAR,PANTNAGAR,1656.0,1.7e-05
JHARSUGUDA-LUCKNOW,JHARSUGUDA,LUCKNOW,1665.0,1.7e-05
BIKANER-JAIPUR,BIKANER,JAIPUR,1697.0,1.7e-05
JAGDALPUR-RAIPUR,JAGDALPUR,RAIPUR,1615.0,1.6e-05
COIMBATORE-JAIPUR,COIMBATORE,JAIPUR,1613.0,1.6e-05
JAIPUR-NASHIK,JAIPUR,NASHIK,1508.0,1.5e-05
BAREILLY-DELHI,BAREILLY,DELHI,1475.0,1.5e-05
IMPHAL-MUMBAI,IMPHAL,MUMBAI,1497.0,1.5e-05
JABALPUR-JAGDALPUR,JABALPUR,JAGDALPUR,1346.0,1.4e-05
JEYPORE-VISHAKHAPATNAM,JEYPORE,VISHAKHAPATNAM,1240.0,1.3e-05
MUNDRA-SURAT,MUNDRA,SURAT,1255.0,1.3e-05
AMRITSAR-KULLU,AMRITSAR,KULLU,1256.0,1.3e-05
BHUBANESWAR-DIMAPUR,BHUBANESWAR,DIMAPUR,1287.0,1.3e-05
INDORE-VISHAKHAPATNAM,INDORE,VISHAKHAPATNAM,1275.0,1.3e-05
DURGAPUR-VARANASI,DURGAPUR,VARANASI,1144.0,1.2e-05
AMRITSAR-GUWAHATI,AMRITSAR,GUWAHATI,1154.0,1.2e-05
BILASPUR-JABALPUR,BILASPUR,JABALPUR,1088.0,1.1e-05
GHAZIABAD-MUNDRA,GHAZIABAD,MUNDRA,1127.0,1.1e-05
BAREILLY-GAUTAM BUDDHA NAGAR,BAREILLY,GAUTAM BUDDHA NAGAR,1130.0,1.1e-05
BHUBANESWAR-JAMMU,BHUBANESWAR,JAMMU,941.0,1e-05
AHMEDABAD-DURGAPUR,AHMEDABAD,DURGAPUR,1004.0,1e-05
AMRITSAR-CHENNAI,AMRITSAR,CHENNAI,1019.0,1e-05
DEHRADUN-KULLU,DEHRADUN,KULLU,1032.0,1e-05
AIZAWL-LUCKNOW,AIZAWL,LUCKNOW,893.0,9e-06
GAUTAM BUDDHA NAGAR-KISHANGARH,GAUTAM BUDDHA NAGAR,KISHANGARH,839.0,9e-06
BHUBANESWAR-JAMSHEDPUR,BHUBANESWAR,JAMSHEDPUR,890.0,9e-06
CHENNAI-JAMMU,CHENNAI,JAMMU,894.0,9e-06
MUMBAI-SURAT,MUMBAI,SURAT,765.0,8e-06
CHENNAI-KANPUR,CHENNAI,KANPUR,793.0,8e-06
COIMBATORE-KOLKATA,COIMBATORE,KOLKATA,760.0,8e-06
AGARTALA-AHMEDABAD,AGARTALA,AHMEDABAD,823.0,8e-06
AMBIKAPUR-KOLKATA,AMBIKAPUR,KOLKATA,818.0,8e-06
AGARTALA-JAIPUR,AGARTALA,JAIPUR,830.0,8e-06
BHUBANESWAR-ROURKELA,BHUBANESWAR,ROURKELA,757.0,8e-06
HISAR-JAIPUR,HISAR,JAIPUR,712.0,7e-06
AHMEDABAD-PORT BLAIR,AHMEDABAD,PORT BLAIR,680.0,7e-06
GUWAHATI-RUPSI,GUWAHATI,RUPSI,723.0,7e-06
COIMBATORE-DURGAPUR,COIMBATORE,DURGAPUR,636.0,6e-06
COIMBATORE-VARANASI,COIMBATORE,VARANASI,593.0,6e-06
PASIGHAT-SHILLONG,PASIGHAT,SHILLONG,631.0,6e-06
CHANDIGARH-HISAR,CHANDIGARH,HISAR,531.0,5e-06
BHOPAL-INDORE,BHOPAL,INDORE,501.0,5e-06
BHUBANESWAR-JAIPUR,BHUBANESWAR,JAIPUR,357.0,4e-06
DHARAMSALA-SHIMLA,DHARAMSALA,SHIMLA,356.0,4e-06
AURANGABAD-COIMBATORE,AURANGABAD,COIMBATORE,367.0,4e-06
DEHRADUN-GAUTAM BUDDHA NAGAR,DEHRADUN,GAUTAM BUDDHA NAGAR,326.0,3e-06
DIU-KESHOD,DIU,KESHOD,255.0,3e-06
GORAKHPUR-PUNE,GORAKHPUR,PUNE,317.0,3e-06
AHMEDABAD-SURAT,AHMEDABAD,SURAT,331.0,3e-06
GUWAHATI-THIRUVANANTHAPURAM,GUWAHATI,THIRUVANANTHAPURAM,342.0,3e-06
COIMBATORE-NASHIK,COIMBATORE,NASHIK,272.0,3e-06
AHMEDABAD-VADODARA,AHMEDABAD,VADODARA,318.0,3e-06
DELHI-HISAR,DELHI,HISAR,319.0,3e-06
BAGDOGRA-CHANDIGARH,BAGDOGRA,CHANDIGARH,205.0,2e-06
AMRITSAR-JAIPUR,AMRITSAR,JAIPUR,192.0,2e-06
DARBHANGA-PATNA,DARBHANGA,PATNA,155.0,2e-06
RAJAHMUNDRY-VISHAKHAPATNAM,RAJAHMUNDRY,VISHAKHAPATNAM,176.0,2e-06
LUCKNOW-VARANASI,LUCKNOW,VARANASI,200.0,2e-06
MUMBAI-NASHIK,MUMBAI,NASHIK,174.0,2e-06
GORAKHPUR-VIJAYWADA,GORAKHPUR,VIJAYWADA,182.0,2e-06
DAMAN-DELHI,DAMAN,DELHI,166.0,2e-06
GORAKHPUR-VARANASI,GORAKHPUR,VARANASI,159.0,2e-06
BHOPAL-LUCKNOW,BHOPAL,LUCKNOW,152.0,2e-06
DEHRADUN-RANCHI,DEHRADUN,RANCHI,152.0,2e-06
BAREILLY-COIMBATORE,BAREILLY,COIMBATORE,153.0,2e-06
DURGAPUR-TIRUPATI,DURGAPUR,TIRUPATI,175.0,2e-06
JABALPUR-RANCHI,JABALPUR,RANCHI,173.0,2e-06
DEOGHAR-JAIPUR,DEOGHAR,JAIPUR,155.0,2e-06
JHARSUGUDA-RAIPUR,JHARSUGUDA,RAIPUR,229.0,2e-06
GHAZIABAD-NAGPUR,GHAZIABAD,NAGPUR,168.0,2e-06
GORAKHPUR-GUWAHATI,GORAKHPUR,GUWAHATI,209.0,2e-06
PONDICHERRY-RAJAHMUNDRY,PONDICHERRY,RAJAHMUNDRY,225.0,2e-06
PATNA-VARANASI,PATNA,VARANASI,168.0,2e-06
AHMEDABAD-JABALPUR,AHMEDABAD,JABALPUR,175.0,2e-06
AHMEDABAD-UDAIPUR,AHMEDABAD,UDAIPUR,175.0,2e-06
JAIPUR-VADODARA,JAIPUR,VADODARA,172.0,2e-06
AIZAWL-SILCHAR,AIZAWL,SILCHAR,153.0,2e-06
AHMEDABAD-BHUJ,AHMEDABAD,BHUJ,186.0,2e-06
CHANDIGARH-GAUTAM BUDDHA NAGAR,CHANDIGARH,GAUTAM BUDDHA NAGAR,71.0,1e-06
MUMBAI-MUMBAI,MUMBAI,MUMBAI,140.0,1e-06
BILASPUR-REWA,BILASPUR,REWA,58.0,1e-06
MUMBAI-PUNE,MUMBAI,PUNE,85.0,1e-06
PUNE-UDAIPUR,PUNE,UDAIPUR,138.0,1e-06
CHANDIGARH-NANDED,CHANDIGARH,NANDED,59.0,1e-06
BIKANER-MUMBAI,BIKANER,MUMBAI,60.0,1e-06
